repository_name,class_count,loc_total,loc_mean,loc_median,loc_stdev,cbo_mean,cbo_median,cbo_stdev,cbo_min,cbo_max,dit_mean,dit_median,dit_stdev,dit_min,dit_max,lcom_mean,lcom_median,lcom_stdev,lcom_min,lcom_max
Geyser,1365,65056,47.6601,19.0,96.8072,8.1114,6.0,10.5923,0.0,176.0,1.9004,1.0,1.5418,1.0,10.0,33.9509,1.0,447.5501,0.0,14704.0
FastBle,105,4713,44.8857,8.0,87.0686,4.381,2.0,5.9167,0.0,34.0,1.2952,1.0,0.5705,1.0,4.0,26.0667,0.0,184.2448,0.0,1867.0
scribejava,494,12671,25.6498,17.0,31.7826,4.2085,3.0,3.9882,0.0,23.0,1.4008,1.0,0.7835,1.0,6.0,10.9352,1.0,89.9151,0.0,1910.0
wechat,635,34418,54.2016,20.0,118.6709,5.2394,3.0,7.2634,0.0,75.0,1.2504,1.0,0.7073,1.0,6.0,15.4535,0.0,96.532,0.0,1570.0
freeline,135,5357,39.6815,16.0,61.8178,3.763,2.0,4.7335,0.0,30.0,1.6074,1.0,1.5067,1.0,14.0,13.8667,1.0,63.5368,0.0,656.0
mosby,665,17193,25.8541,12.0,35.9303,5.3684,3.0,5.6617,0.0,39.0,1.6075,1.0,1.2251,1.0,10.0,9.594,0.0,27.9202,0.0,279.0
TapTargetView,39,1965,50.3846,15.0,124.3305,4.5128,2.0,7.0706,0.0,40.0,1.1538,1.0,0.4315,1.0,3.0,49.8974,0.0,246.5505,0.0,1513.0
barcodescanner,73,2796,38.3014,10.0,59.895,5.2877,2.0,6.2638,0.0,24.0,1.6438,1.0,0.8559,1.0,5.0,11.8219,0.0,32.8259,0.0,165.0
jpexs-decompiler,4218,369285,87.5498,22.0,288.6238,5.9651,3.0,12.4008,0.0,306.0,1.9374,1.0,2.3711,1.0,111.0,60.9851,1.0,659.6392,0.0,27073.0
TelegramBots,804,22367,27.8197,16.0,45.4073,10.5162,11.0,6.7112,0.0,81.0,2.1791,1.0,1.7723,1.0,7.0,11.3097,0.0,102.1451,0.0,2248.0
socket.io-client-java,229,5639,24.6245,7.0,73.1687,1.9214,1.0,2.7993,0.0,22.0,1.0961,1.0,0.4183,1.0,4.0,4.2533,0.0,34.0957,0.0,372.0
liquibase,1734,99091,57.1459,24.0,110.7103,6.9285,4.0,7.787,0.0,73.0,1.7924,2.0,0.9245,1.0,7.0,66.1148,3.0,563.3791,0.0,13252.0
dubbo-spring-boot-project,89,1895,21.2921,14.0,25.8049,7.0899,6.0,5.0105,0.0,20.0,1.1685,1.0,0.3765,1.0,2.0,11.9213,0.0,71.1367,0.0,665.0
rebound,87,4095,47.069,13.0,110.7095,4.3793,2.0,5.6306,0.0,30.0,1.3218,1.0,0.5806,1.0,3.0,34.931,0.0,238.1042,0.0,2204.0
spring-data-examples,6659,51594,7.748,4.0,7.086,2.6331,2.0,1.6406,0.0,19.0,1.0062,1.0,0.089,1.0,4.0,0.4724,0.0,2.3162,0.0,120.0
thumbnailator,224,19595,87.4777,24.0,227.8314,4.0893,2.0,4.8605,0.0,43.0,1.2366,1.0,0.7101,1.0,7.0,93.2232,0.0,851.4021,0.0,12400.0
megabasterd,201,20673,102.8507,5.0,292.1277,2.7612,1.0,4.4026,0.0,26.0,1.4876,1.0,1.3308,1.0,6.0,85.7214,0.0,378.9272,0.0,2717.0
web3j,1293,43642,33.7525,9.0,77.8239,4.2892,2.0,8.927,0.0,110.0,1.7262,1.0,1.681,1.0,46.0,35.1539,0.0,212.0068,0.0,3403.0
spotless,937,38634,41.2316,23.0,52.4274,5.0395,4.0,4.1853,0.0,52.0,1.7343,1.0,1.2654,1.0,18.0,13.9146,1.0,95.1044,0.0,2473.0
shimmer-android,7,885,126.4286,126.0,124.3876,8.5714,9.0,6.6548,1.0,17.0,1.8571,2.0,0.6901,1.0,3.0,18.0,10.0,24.4813,0.0,65.0
android-job,189,10693,56.5767,19.0,98.1147,6.9947,4.0,6.0552,0.0,27.0,1.7672,1.0,2.3495,1.0,30.0,32.0053,1.0,135.3948,0.0,1653.0
Telegram-X,2885,421723,146.1778,20.0,512.9751,9.2686,4.0,19.0319,0.0,413.0,1.4069,1.0,0.8286,1.0,13.0,548.9199,1.0,8504.0451,0.0,323389.0
killbill,2448,151373,61.8354,23.0,120.6146,8.6826,6.0,10.0687,0.0,107.0,1.8105,1.0,1.1346,1.0,10.0,28.2328,1.0,123.9009,0.0,2522.0
android-advancedrecyclerview,395,20692,52.3848,17.0,112.9507,6.6051,4.0,7.1301,0.0,44.0,2.4076,2.0,2.2117,1.0,25.0,32.0228,0.0,194.6594,0.0,3560.0
SystemBarTint,9,807,89.6667,41.0,103.7425,8.0,7.0,5.172,2.0,19.0,1.7778,2.0,0.6667,1.0,3.0,22.5556,1.0,37.1891,0.0,88.0
pmd,4114,148386,36.0685,13.0,150.7809,5.6743,4.0,8.4488,0.0,163.0,2.0411,2.0,2.5564,1.0,143.0,43.64,1.0,590.6266,0.0,24976.0
XRecyclerView,166,5151,31.0301,9.0,63.0345,3.9096,2.0,4.8465,0.0,38.0,1.4217,1.0,0.6054,1.0,4.0,9.0422,0.0,63.0905,0.0,770.0
picocli,2938,96025,32.6838,5.0,305.1819,2.8819,2.0,4.6284,0.0,86.0,1.1089,1.0,1.4689,1.0,76.0,58.9537,0.0,970.7468,0.0,34452.0
google-authenticator,61,3935,64.5082,18.0,139.358,3.8852,2.0,5.0501,0.0,29.0,1.6885,1.0,1.3107,1.0,9.0,29.6557,1.0,90.1571,0.0,606.0
cw-omnibus,1942,71379,36.7554,18.0,73.4649,5.2925,4.0,4.985,0.0,49.0,1.6833,2.0,0.8353,1.0,10.0,20.189,0.0,131.8041,0.0,3221.0
db-tutorial,209,11203,53.6029,15.0,116.7992,5.2057,4.0,5.1647,0.0,46.0,1.1818,1.0,0.5507,1.0,5.0,32.6077,0.0,181.501,0.0,2306.0
allure2,289,10734,37.1419,14.0,88.8926,5.9654,4.0,5.6831,0.0,39.0,1.3045,1.0,0.7888,1.0,5.0,13.7716,1.0,52.8655,0.0,531.0
generator,721,73169,101.4827,24.0,323.4815,6.656,5.0,6.1676,0.0,44.0,2.3592,2.0,1.5018,1.0,7.0,85.6338,3.0,456.8602,0.0,6216.0
markor,344,30245,87.9215,26.0,178.6701,6.8547,4.0,9.9569,0.0,96.0,1.4767,1.0,0.9596,1.0,9.0,129.5087,1.0,999.0848,0.0,13079.0
DKVideoPlayer,377,18446,48.9284,17.0,122.6245,5.3263,2.0,6.2872,0.0,35.0,1.5915,1.0,0.846,1.0,6.0,46.7533,0.0,392.8342,0.0,6720.0
JustTrustMe,27,598,22.1481,6.0,74.252,2.5556,1.0,4.4491,0.0,24.0,1.1852,1.0,0.4833,1.0,3.0,2.7037,0.0,9.0673,0.0,43.0
gradle-retrolambda,25,623,24.92,13.0,28.8746,4.6,3.0,3.6056,0.0,9.0,1.04,1.0,0.2,1.0,2.0,2.16,0.0,9.0078,0.0,45.0
runelite,4109,519775,126.4967,17.0,1346.5335,3.3964,0.0,6.9599,0.0,96.0,1.211,1.0,0.7221,1.0,10.0,24.5461,0.0,845.6821,0.0,52644.0
Android-Touch-Helper,55,2257,41.0364,12.0,106.5369,4.1273,3.0,5.1713,0.0,30.0,1.1818,1.0,0.3892,1.0,2.0,1.9455,0.0,8.4446,0.0,53.0
android-lifecycle,6,481,80.1667,104.0,54.0645,7.0,7.5,5.2154,0.0,13.0,1.6667,2.0,0.5164,1.0,2.0,151.6667,190.0,121.9585,0.0,276.0
VitamioBundle,101,6501,64.3663,21.0,112.3306,4.9505,3.0,6.1096,0.0,37.0,1.3168,1.0,0.5988,1.0,4.0,75.0693,0.0,589.2708,0.0,5881.0
Infinity-For-Reddit,1600,96415,60.2594,14.0,175.1609,6.9463,4.0,10.9056,0.0,108.0,1.5606,1.0,2.3893,1.0,87.0,31.3475,1.0,318.2033,0.0,6098.0
springboot-guide,139,1494,10.7482,7.0,9.971,4.0935,3.0,3.0972,0.0,14.0,1.1799,1.0,0.5679,1.0,4.0,1.3525,0.0,5.5021,0.0,50.0
dddsample-core,157,4639,29.5478,19.0,30.5092,7.0892,5.0,6.5265,0.0,33.0,1.1274,1.0,0.49,1.0,4.0,7.0318,0.0,23.4196,0.0,190.0
okdownload,343,18986,55.3528,21.0,82.4775,6.4402,4.0,6.8336,0.0,37.0,1.2653,1.0,0.7777,1.0,6.0,35.2595,0.0,204.234,0.0,2970.0
BasePopup,568,28316,49.8521,16.0,93.6577,5.8908,3.0,6.5838,0.0,59.0,1.6954,1.0,1.2087,1.0,10.0,34.331,1.0,226.3788,0.0,4095.0
easy-rules,162,4857,29.9815,17.0,37.2141,5.0926,4.0,3.5662,0.0,21.0,1.3148,1.0,0.6544,1.0,5.0,7.6296,1.0,23.5089,0.0,190.0
Side-Menu.Android,18,449,24.9444,8.5,37.8021,3.8889,2.0,5.2006,0.0,20.0,1.2222,1.0,0.4278,1.0,2.0,4.1111,0.0,10.4762,0.0,44.0
midjourney-proxy,90,2787,30.9667,13.5,40.2951,5.9,5.0,5.7241,0.0,29.0,1.2444,1.0,0.5469,1.0,4.0,5.8111,0.0,14.4097,0.0,80.0
smartTable,364,14165,38.9148,11.0,74.1235,5.1264,2.0,7.6414,0.0,54.0,1.1896,1.0,0.4573,1.0,4.0,25.9286,0.0,203.9195,0.0,3201.0
Android-IMSI-Catcher-Detector,251,12171,48.49,15.0,81.9446,5.0598,3.0,6.8621,0.0,48.0,1.3307,1.0,0.662,1.0,4.0,4.9641,0.0,16.3625,0.0,167.0
twoway-view,51,3688,72.3137,30.0,126.6915,6.0784,4.0,5.7926,0.0,22.0,1.8235,1.0,1.2117,1.0,6.0,86.5882,1.0,429.2928,0.0,2936.0
titan,1594,71163,44.6443,14.0,125.8081,5.8626,3.0,8.8588,0.0,114.0,1.3614,1.0,0.7851,1.0,7.0,20.5056,1.0,117.2321,0.0,3309.0
Dexter,80,2197,27.4625,12.0,38.9875,4.425,3.0,5.2525,0.0,28.0,1.2,1.0,0.5603,1.0,5.0,4.15,0.0,14.5924,0.0,82.0
bitcoinj,626,46470,74.2332,20.0,210.8652,6.7141,4.0,10.2774,0.0,116.0,1.7268,1.0,2.7312,1.0,44.0,87.8291,0.0,691.118,0.0,14304.0
YCSB,236,22410,94.9576,47.0,109.8659,7.0551,3.0,7.5581,0.0,34.0,1.6356,1.0,0.7513,1.0,5.0,7.8517,0.0,19.5204,0.0,170.0
JS-Sorting-Algorithm,12,389,32.4167,31.0,19.176,3.5833,3.0,3.6794,1.0,15.0,1.0,1.0,0.0,1.0,1.0,2.8333,0.5,4.4687,0.0,15.0
shopping-management-system,97,5299,54.6289,34.0,82.6682,3.567,3.0,3.6598,0.0,17.0,1.3608,1.0,0.6644,1.0,4.0,76.4845,3.0,592.7506,0.0,5844.0
FloatingActionButton,47,2805,59.6809,10.0,177.316,4.6383,2.0,7.3763,0.0,36.0,1.383,1.0,0.7676,1.0,5.0,139.6809,0.0,691.8438,0.0,4462.0
oshi,821,47951,58.4056,31.0,77.7146,5.5225,4.0,5.6742,0.0,51.0,1.659,1.0,1.2019,1.0,19.0,30.3752,1.0,121.3588,0.0,1731.0
reactor-core,2242,202300,90.2319,32.0,154.5524,7.0277,6.0,8.1709,0.0,234.0,1.5384,1.0,1.481,1.0,43.0,122.3791,1.0,2144.3246,0.0,95703.0
lwjgl3,10641,1149973,108.07,52.0,220.858,6.8359,6.0,8.144,0.0,341.0,2.2697,2.0,1.0429,1.0,7.0,865.5031,91.0,15150.4095,0.0,894451.0
views-widgets-samples,152,7334,48.25,17.0,81.5784,4.0263,2.0,4.2659,0.0,25.0,1.7303,1.0,1.1847,1.0,9.0,7.0132,0.0,21.0332,0.0,147.0
aviatorscript,524,37528,71.6183,18.0,186.7471,4.687,3.0,6.7448,0.0,118.0,1.4981,1.0,0.7761,1.0,5.0,63.1527,1.0,382.799,0.0,5122.0
xpay,21,1449,69.0,37.0,97.3766,6.4286,5.0,6.8817,0.0,31.0,1.0,1.0,0.0,1.0,1.0,93.4286,1.0,288.5047,0.0,1274.0
otto,85,1987,23.3765,8.0,45.8115,2.4353,1.0,3.1299,0.0,22.0,1.3882,1.0,0.8742,1.0,5.0,3.5529,0.0,14.621,0.0,103.0
dynamic-datasource,178,5216,29.3034,21.0,36.7939,5.4101,4.0,4.7805,0.0,22.0,1.1404,1.0,0.4841,1.0,4.0,2.3258,0.0,8.1286,0.0,78.0
ctci,311,11244,36.1543,28.0,33.2493,1.9582,2.0,1.4684,0.0,8.0,1.119,1.0,0.4348,1.0,5.0,5.0965,1.0,17.8746,0.0,276.0
Luyten,129,6750,52.3256,13.0,125.3805,2.3488,1.0,4.1243,0.0,31.0,1.5426,1.0,1.591,1.0,11.0,15.4496,0.0,65.4175,0.0,440.0
CameraView,534,21155,39.6161,11.0,102.2242,5.5974,3.0,8.0694,0.0,91.0,1.3745,1.0,0.7365,1.0,7.0,34.7622,0.0,335.6379,0.0,6026.0
DesignPattern,197,2603,13.2132,8.0,13.2498,2.5381,2.0,3.6091,0.0,34.0,1.2792,1.0,0.4497,1.0,2.0,1.4264,0.0,4.5559,0.0,43.0
wgcloud,118,6105,51.7373,37.5,56.3479,6.0508,3.0,7.7447,0.0,55.0,1.1949,1.0,0.3978,1.0,2.0,34.5424,9.5,49.618,0.0,209.0
spring-authorization-server,677,37129,54.8434,28.0,74.2851,10.2999,7.0,10.2991,0.0,79.0,1.3959,1.0,0.823,1.0,11.0,16.7341,0.0,96.8063,0.0,2210.0
sofa-boot,1181,32830,27.7985,12.0,46.4194,5.1329,3.0,5.4369,0.0,45.0,1.1981,1.0,0.5349,1.0,7.0,17.8188,0.0,246.2231,0.0,8187.0
calcite,5761,378119,65.6343,18.0,261.5179,7.6584,5.0,10.0748,0.0,196.0,1.7108,1.0,2.1857,1.0,85.0,404.0154,1.0,8706.7726,0.0,424499.0
XUI,1657,91066,54.9584,16.0,118.3969,5.6343,3.0,6.2415,0.0,50.0,1.6107,1.0,0.8921,1.0,9.0,52.7103,1.0,352.0655,0.0,8534.0
armeria,6819,313694,46.0029,18.0,78.9704,6.4111,5.0,6.4536,0.0,60.0,1.3171,1.0,0.8547,1.0,24.0,32.6563,0.0,258.4213,0.0,9725.0
opentsdb,958,104636,109.2234,23.0,217.1297,7.0866,4.0,7.589,0.0,64.0,1.2839,1.0,0.8015,1.0,16.0,64.8758,0.0,365.9834,0.0,5336.0
poi-tl,525,22801,43.4305,23.0,69.7542,6.4952,4.0,7.9633,0.0,63.0,1.2057,1.0,0.5275,1.0,4.0,89.6552,0.0,1507.197,0.0,34452.0
Small,185,7726,41.7622,6.0,110.8118,3.8054,2.0,4.9624,0.0,29.0,1.4757,1.0,0.828,1.0,7.0,20.1676,0.0,143.2983,0.0,1717.0
gpmall,424,8865,20.908,9.0,30.9269,5.0094,3.0,6.0114,0.0,36.0,1.3608,1.0,0.6447,1.0,5.0,8.1698,0.0,43.3413,0.0,665.0
bisq,3716,178871,48.1354,19.0,97.8549,7.4357,4.0,9.4665,0.0,120.0,1.6908,1.0,1.0821,1.0,18.0,30.1574,1.0,368.13,0.0,19300.0
spring-boot-best-practice,195,2396,12.2872,8.0,13.818,5.0,4.0,3.6425,0.0,24.0,1.0923,1.0,0.3393,1.0,4.0,3.2615,0.0,25.6667,0.0,354.0
mapdb,263,20198,76.7985,18.0,198.3105,3.2395,2.0,4.1157,0.0,43.0,2.0228,1.0,3.5532,1.0,54.0,81.8479,0.0,452.7589,0.0,5050.0
android-common,110,6716,61.0545,22.0,91.9232,4.4455,3.0,4.2439,0.0,22.0,1.2455,1.0,0.6235,1.0,4.0,43.0636,1.0,150.885,0.0,1417.0
android-zxingLibrary,52,2018,38.8077,15.5,49.1568,4.7115,3.0,5.7098,0.0,28.0,1.3269,1.0,0.5848,1.0,3.0,5.6346,0.0,15.3086,0.0,86.0
CloudReader,492,19393,39.4167,16.0,57.3085,4.75,3.0,5.5169,0.0,44.0,1.4553,1.0,0.9227,1.0,10.0,19.4126,0.0,84.2473,0.0,989.0
GravitySnapHelper,7,600,85.7143,17.0,148.327,6.8571,6.0,6.176,0.0,18.0,1.5714,1.0,0.7868,1.0,3.0,66.0,1.0,164.5813,0.0,439.0
joda-time,557,91632,164.5099,56.0,247.512,8.5799,6.0,8.1888,0.0,78.0,2.2837,2.0,1.8724,1.0,17.0,295.3788,10.0,784.5639,0.0,6909.0
Chronos,5,78,15.6,11.0,7.733,3.2,2.0,1.7889,2.0,6.0,1.0,1.0,0.0,1.0,1.0,0.4,0.0,0.5477,0.0,1.0
spring-mvc-showcase,58,1281,22.0862,18.0,19.0247,5.1724,5.0,3.6856,0.0,19.0,1.2069,1.0,0.4495,1.0,3.0,9.4483,0.0,23.8682,0.0,150.0
LayoutManagerGroup,63,2285,36.2698,15.0,48.9441,4.9524,3.0,4.3271,0.0,17.0,1.5714,2.0,0.5302,1.0,3.0,9.1429,0.0,38.8018,0.0,304.0
ruoyi-ai,910,27206,29.8967,13.0,46.3734,7.1956,5.0,7.8381,0.0,62.0,1.2868,1.0,0.6099,1.0,6.0,9.6132,0.0,35.839,0.0,372.0
maven,3755,167556,44.6221,19.0,91.0702,5.3664,3.0,7.2016,0.0,147.0,1.5417,1.0,0.8307,1.0,10.0,46.0016,0.0,579.8467,0.0,22366.0
ignite,21133,1124986,53.2336,15.0,434.6005,5.6113,3.0,8.8544,0.0,206.0,1.6505,1.0,1.5244,1.0,96.0,493.578,0.0,64410.7746,0.0,9363046.0
UltraViewPager,24,1518,63.25,13.5,101.1668,5.2083,2.0,6.8524,0.0,25.0,1.375,1.0,0.4945,1.0,2.0,58.375,0.0,124.8821,0.0,446.0
dialogplus,29,1047,36.1034,8.0,63.9494,5.2414,3.0,6.2943,1.0,28.0,1.0345,1.0,0.1857,1.0,2.0,57.8621,0.0,255.1747,0.0,1380.0
spring-cloud-netflix,239,8028,33.59,12.0,63.3756,7.364,6.0,6.8038,0.0,56.0,1.1925,1.0,0.5069,1.0,5.0,94.4017,0.0,943.4949,0.0,13311.0
InstaMaterial,80,2223,27.7875,7.0,43.4668,4.7875,2.0,6.3778,0.0,34.0,1.5375,1.0,0.856,1.0,4.0,9.9375,0.0,29.5825,0.0,216.0
react-native-config,20,443,22.15,13.5,20.5433,4.6,4.0,2.9451,1.0,12.0,1.5,1.0,0.6882,1.0,3.0,1.95,1.0,3.4561,0.0,15.0
roncoo-pay,394,20047,50.8807,28.5,83.2565,5.1929,3.0,6.2034,0.0,59.0,1.2893,1.0,0.6597,1.0,5.0,63.1904,3.0,312.7946,0.0,4195.0
react-native-webrtc,67,4108,61.3134,18.0,155.1125,6.1194,4.0,9.422,0.0,58.0,1.1493,1.0,0.359,1.0,2.0,8.6567,0.0,29.3756,0.0,154.0
NavigationTabBar,58,2538,43.7586,10.0,152.0785,4.0172,2.0,6.0102,0.0,41.0,1.3103,1.0,0.5684,1.0,4.0,57.5,0.5,389.2754,0.0,2964.0
RxJava2-Android-Samples,185,3992,21.5784,15.0,24.102,3.6649,2.0,4.3746,0.0,37.0,1.2541,1.0,0.4607,1.0,3.0,6.2865,0.0,41.7319,0.0,561.0
querydsl,3232,98636,30.5186,12.0,68.27,5.1835,3.0,6.1251,0.0,81.0,2.0387,1.0,2.4705,1.0,28.0,42.9007,0.0,572.8455,0.0,19898.0
rstudio,7170,239263,33.37,9.0,120.0456,4.8774,2.0,10.0536,0.0,275.0,1.2725,1.0,0.6206,1.0,12.0,371.9905,0.0,13082.7342,0.0,1017451.0
java-faker,225,6710,29.8222,17.0,49.6009,4.1156,4.0,6.3825,0.0,94.0,1.4489,1.0,0.4985,1.0,2.0,40.7467,0.0,391.2062,0.0,5827.0
RippleEffect,19,504,26.5263,5.0,59.8214,3.4211,2.0,5.0916,0.0,18.0,1.3684,1.0,0.4956,1.0,2.0,23.1579,0.0,98.7698,0.0,431.0
cglib,498,17670,35.4819,9.0,97.9671,3.2189,1.0,5.3469,0.0,72.0,1.5321,1.0,1.1593,1.0,15.0,261.7972,0.0,5178.171,0.0,115440.0
small-spring,368,9415,25.5842,10.0,66.4434,3.2554,2.0,3.7212,0.0,20.0,1.2527,1.0,0.8212,1.0,9.0,10.7011,0.0,64.0896,0.0,863.0
HeliBoard,240,22664,94.4333,42.0,169.9205,6.6417,4.0,9.0898,0.0,74.0,1.4625,1.0,0.914,1.0,7.0,74.5375,1.0,275.6061,0.0,2575.0
folding-cell-android,21,812,38.6667,10.0,67.3916,4.1429,2.0,4.5198,0.0,19.0,1.3333,1.0,0.483,1.0,2.0,13.381,0.0,37.5213,0.0,144.0
ipscan,364,12374,33.9945,18.0,40.9955,5.0632,4.0,4.7943,0.0,33.0,1.6896,1.0,1.6647,1.0,24.0,4.3544,0.0,12.7239,0.0,124.0
reactive-streams-jvm,459,15738,34.2876,13.0,84.7483,3.122,3.0,2.6462,0.0,17.0,1.2767,1.0,0.7983,1.0,7.0,20.3355,0.0,127.9624,0.0,1516.0
orientdb,5108,452721,88.6298,29.0,560.1517,6.5519,5.0,9.1667,0.0,225.0,1.6288,1.0,0.9719,1.0,7.0,312.5891,1.0,16212.3006,0.0,1157623.0
mockserver,1109,65134,58.7322,27.0,109.4511,7.2714,5.0,7.7588,0.0,79.0,1.6249,1.0,1.0045,1.0,7.0,95.8224,1.0,1163.3499,0.0,31624.0
spring-cloud-gateway,1244,42750,34.365,18.0,49.7772,6.8408,5.0,7.2939,0.0,138.0,1.3625,1.0,0.7692,1.0,10.0,16.5651,0.0,139.3921,0.0,3570.0
packer-ng-plugin,31,1776,57.2903,29.0,63.2715,2.8065,2.0,2.4416,0.0,10.0,1.3871,1.0,0.8823,1.0,4.0,18.6452,1.0,41.442,0.0,188.0
Transitions-Everywhere,193,9485,49.1451,13.0,109.5341,6.8705,5.0,6.0741,0.0,31.0,1.6788,1.0,1.3465,1.0,11.0,25.7202,0.0,223.4192,0.0,3061.0
micrometer,2017,85603,42.4408,18.0,73.7691,5.765,4.0,6.6004,0.0,97.0,1.2841,1.0,0.6433,1.0,8.0,19.9668,0.0,134.7099,0.0,4624.0
djl,1669,96983,58.1084,31.0,91.0835,6.5734,5.0,5.5807,0.0,40.0,1.4865,1.0,1.0316,1.0,8.0,132.8203,3.0,1686.7306,0.0,41905.0
opengrok,1148,71477,62.2622,24.0,114.4396,5.2195,3.0,6.727,0.0,80.0,1.6211,1.0,1.2837,1.0,7.0,78.4416,1.0,1077.3983,0.0,31268.0
mybatis,1039,39118,37.6497,17.0,74.1863,3.7517,2.0,5.0443,0.0,69.0,1.2772,1.0,0.7106,1.0,6.0,21.4678,0.0,204.2107,0.0,6149.0
lucida,268,23221,86.6455,39.0,164.0921,6.5187,5.0,7.517,0.0,51.0,1.6119,1.0,0.869,1.0,5.0,23.5187,1.0,74.2163,0.0,685.0
reflections,197,4782,24.2741,8.0,41.8985,2.7716,1.0,5.4458,0.0,44.0,1.1523,1.0,0.5022,1.0,5.0,13.6599,0.0,71.3649,0.0,850.0
AndroidStaggeredGrid,36,4010,111.3889,27.5,326.6939,5.8611,3.0,6.5864,0.0,32.0,1.8611,1.5,1.4173,1.0,7.0,155.8889,0.5,666.9732,0.0,3536.0
openai-java,165,2783,16.8667,7.0,35.6228,5.3879,4.0,8.2341,0.0,81.0,1.0848,1.0,0.373,1.0,4.0,15.5515,0.0,182.8752,0.0,2346.0
Android-ConvenientBanner,29,848,29.2414,15.0,39.1149,4.8276,3.0,5.359,0.0,22.0,1.4483,1.0,0.6859,1.0,3.0,7.7931,1.0,20.1537,0.0,99.0
supersonic,1138,46564,40.9174,14.0,83.5345,6.2944,4.0,7.242,0.0,59.0,1.29,1.0,0.6251,1.0,4.0,46.0202,0.0,654.3827,0.0,18103.0
dynamic-tp,566,18478,32.6466,15.0,77.5051,4.8216,4.0,4.3451,0.0,29.0,1.2862,1.0,0.662,1.0,7.0,17.742,0.0,138.7989,0.0,2875.0
blog_demos,1873,52989,28.291,12.0,63.3177,4.0555,3.0,4.3554,0.0,53.0,1.2146,1.0,0.7438,1.0,16.0,14.7149,0.0,118.9388,0.0,3085.0
android-tips-tricks,1,22,22.0,22.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SwitchButton,27,1543,57.1481,9.0,177.9569,4.3704,2.0,6.215,0.0,30.0,1.4074,1.0,0.636,1.0,3.0,82.4815,0.0,416.885,0.0,2168.0
baseAdapter,50,1563,31.26,12.0,40.0947,4.88,3.0,4.8556,0.0,21.0,1.32,1.0,0.5511,1.0,3.0,18.28,0.0,77.3534,0.0,413.0
microservices-platform,351,7665,21.8376,10.0,30.3231,6.3561,5.0,5.7317,0.0,41.0,1.2507,1.0,0.5854,1.0,4.0,6.4359,0.0,31.272,0.0,398.0
cameraview,72,2983,41.4306,13.0,82.9561,4.8333,3.0,5.3128,0.0,26.0,1.2639,1.0,0.5812,1.0,3.0,12.125,0.0,34.1665,0.0,183.0
ForestBlog,86,2437,28.3372,18.5,32.9197,5.1047,3.0,5.2648,0.0,20.0,1.0698,1.0,0.2562,1.0,2.0,12.686,0.0,46.0438,0.0,300.0
JSON-java,104,13048,125.4615,21.5,309.4644,3.1442,1.0,5.4726,0.0,46.0,1.1923,1.0,0.5925,1.0,5.0,368.6538,1.0,1703.1051,0.0,11929.0
Awesome-POC,1,42,42.0,42.0,0.0,7.0,7.0,0.0,7.0,7.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
spring-security-oauth,999,35257,35.2923,14.0,55.1599,6.1552,4.0,6.4725,0.0,52.0,1.6396,1.0,1.7012,1.0,24.0,13.4094,0.0,72.7785,0.0,1764.0
libsvm,34,3152,92.7059,6.0,205.982,3.2647,1.5,4.04,0.0,18.0,1.3529,1.0,0.8836,1.0,5.0,19.6176,0.0,100.0436,0.0,585.0
Spring-Boot-In-Action,134,2714,20.2537,8.5,24.6502,3.8657,3.0,3.3399,0.0,14.0,1.1194,1.0,0.4256,1.0,4.0,6.0075,0.0,15.6087,0.0,91.0
ActiveAndroid,62,3158,50.9355,22.0,63.8628,5.6774,3.0,5.6301,0.0,21.0,2.5806,2.0,2.3438,1.0,10.0,22.0806,3.0,80.1076,0.0,619.0
javacpp,215,27090,126.0,43.0,454.6864,5.9116,5.0,6.9817,0.0,65.0,2.0093,2.0,1.2418,1.0,13.0,151.1395,1.0,382.457,0.0,3403.0
GDA-android-reversing-Tool,16,567,35.4375,21.5,48.2341,2.5625,2.5,1.4592,1.0,5.0,1.0,1.0,0.0,1.0,1.0,57.375,0.0,228.168,0.0,913.0
chuck,42,1698,40.4286,17.5,55.0814,5.9048,4.0,6.5846,0.0,27.0,1.381,1.0,0.6608,1.0,4.0,55.7381,0.5,281.5484,0.0,1815.0
oblivion,58,2641,45.5345,14.5,86.4241,5.6379,4.0,6.037,0.0,28.0,1.4828,1.0,0.7069,1.0,3.0,11.6207,0.5,46.8191,0.0,333.0
SpringBoot-Shiro-Vue,27,633,23.4444,13.0,25.186,5.7778,6.0,4.9016,0.0,13.0,1.4074,1.0,0.9711,1.0,4.0,9.4444,0.0,30.6285,0.0,153.0
grobid,570,64783,113.6544,39.5,254.5808,5.2158,3.0,7.2026,0.0,65.0,1.2456,1.0,0.5833,1.0,6.0,139.3754,0.0,2118.7745,0.0,50306.0
--,5069,338075,66.6946,10.0,488.4552,3.5478,2.0,7.156,0.0,371.0,2.8929,2.0,52.9849,1.0,3734.0,440.4263,0.0,5564.6859,0.0,214143.0
AndroRAT,55,1793,32.6,11.0,54.1112,2.8727,2.0,3.8348,0.0,17.0,1.1636,1.0,0.3734,1.0,2.0,1.3818,0.0,5.0055,0.0,35.0
